name,common_name,pattern,location_found,scope,confidence_no_fp,expected_countries,source,exp_url,notes
cl.dns_prod_opendns_1,,146.112.61.106,dns,prod,10,[],['https://www.opendns.com/cisco-opendns/'],https://explorer.ooni.org/measurement/20170209T174739Z_AS1136_wBIk5bny3acHUuSTuZ8sqtFnKcU47tiRY0LEw08s9m9VDZBsO3?input=http://gayromeo.com,Cisco OpenDNS a popular DNS filtering system. NOTE: there is probably a more sophisticated way to track these IE - CNAME used in the redir.
cl.dns_prod_opendns_2,,208.69.32.164,dns,prod,10,[],['https://www.opendns.com/cisco-opendns/'],https://explorer.ooni.org/measurement/20191007T155258Z_AS20115_DS8uyNobQ0CH9o9fls70ftC1ItOJ7dK5OlMG3YBs7NYrIXQ2Ty?input=https://www.planetromeo.com/,Cisco OpenDNS a popular DNS filtering system. NOTE: there is probably a more sophisticated way to track these IE - CNAME used in the redir.
cl.dns_prod_ru_netpolice,,159.255.26.69,dns,prod,10,['RU'],['http://www.netpolice.ru/'],,Russian DNS based RKN filtering proudct.
cl.dns_prod_safedns,,195.46.39.11,dns,prod,10,[''],['https://www.safedns.com/en/'],https://explorer.ooni.org/measurement/20191115T114711Z_AS12390_NIVFbxg8nx3pPxL5vbk2Fg4duFANRINLyvIaMNuzyDPiMdY2X3?input=https://bisexual.org/,"SafeDNS filtering for home, edu, telecom. Cloud based filtering product."
cl.dns_prod_securely_1,,204.110.220.2,dns,prod,10,[],['https://www.securly.com/'],,DNS filtering product for schools
cl.dns_prod_securely_2,,52.52.63.90,dns,prod,10,[],['https://www.securly.com/'],,DNS filtering product for schools
cl.dns_prod_skydns_1,,193.58.251.1,dns,prod,10,['RU'],['https://www.skydns.ru/'],https://explorer.ooni.org/measurement/20171003T161217Z_AS15599_eoh3aUHQ7NV5LwWDA3Br8Hf3FGcgxG3s8mjxFd40cSWcV5BL23?input=http://lgbt.foundation/,Russian DNS filter product
cl.dns_prod_skydns_2,,193.58.251.11,dns,prod,10,['RU'],['https://www.skydns.ru/'],,Russian DNS filter product
cl.dns_prod_skydns_3,,95.217.66.240,dns,prod,10,['RU'],['https://www.skydns.ru/'],,Russian DNS filter product
cl.dns_prod_smartdns_proxy,,54.242.237.204,dns,prod,10,[''],['https://www.smartdnsproxy.com/Services'],,A geoip avoidance/unblocking DNS service
cl.dns_prod_yandex_security_check,,93.158.134.250,dns,prod,10,['RU'],['https://yandex.ru/safety/'],https://explorer.ooni.org/measurement/20180919T192809Z_AS34984_Rlb0RqQAPfo5LqUQHWREV7c1sxNXcHSGHrVftNTgOoVBhAcu20?input=http://www.exgay.com,Yandex Check Site Security Status Response
ooni.pl_2,,145.237.235.240,dns,nat,5,['PL'],['ooni'],,
ooni.pl_3,,195.187.6.33,dns,nat,5,['PL'],['ooni'],,
ooni.pl_4,,195.187.6.34,dns,nat,5,['PL'],['ooni'],,
ooni.pl_5,,195.187.6.35,dns,nat,5,['PL'],['ooni'],,
ooni.pl_6,,78.133.250.166,dns,nat,5,['PL'],['ooni'],,
ooni.pl_7,,195.116.107.98,dns,nat,5,['PL'],['ooni'],,
